,HeLA_median,iPSC_median,Organoid_median,MEAN,SD
BIRC5,95.0,111.0,106.0,104.0,8.18535277187245
BIRC6,,,221.0,221.0,
BLCAP,82.0,134.0,138.0,118.0,31.240998703626616
BLMH,90.0,88.5,91.5,90.0,1.5
BLOC1S2,105.0,120.0,106.0,110.33333333333333,8.386497083606084
BLOC1S6,,,134.0,134.0,
BLVRA,77.0,90.5,94.5,87.33333333333333,9.169696468985945
BLVRB,67.0,114.0,96.0,92.33333333333333,23.713568549109883
BMP2,109.0,,,109.0,
BMP4,,,120.5,120.5,
BMP5,,,187.5,187.5,
BMP6,101.0,,,101.0,
BMPR1A,,107.0,146.0,126.5,27.577164466275352
BMPR2,,,99.0,99.0,
BMS1,,115.0,138.5,126.75,16.617009357883866
BNC1,,,156.5,156.5,
BNIP1,105.5,88.5,142.0,112.0,27.33587386567329
BNIP3,60.0,102.0,127.0,96.33333333333333,33.85754470326124
BNIP3L,56.0,109.0,111.5,92.16666666666667,31.346185307519214
BOC,,,204.0,204.0,
BOD1,98.0,113.0,109.0,106.66666666666667,7.76745346515403
BOD1L1,,161.0,162.0,161.5,0.7071067811865476
BOLA1,105.0,,,105.0,
BOLA3,75.0,112.0,92.0,93.0,18.520259177452136
BOP1,69.0,,,69.0,
BORA,,,188.0,188.0,
BPGM,82.0,103.5,116.5,100.66666666666667,17.423642940938997
BPHL,75.0,93.5,127.0,98.5,26.358110706194402
BPNT1,129.0,,,129.0,
BRCC3,,,148.0,148.0,
BRD2,151.0,,,151.0,
BRD7,104.5,96.0,146.0,115.5,26.75350444334349
BRD8,73.0,122.5,139.0,111.5,34.34748899119119
BRF2,93.5,,,93.5,
BRI3BP,101.0,,,101.0,
BRIX1,99.0,110.0,155.0,121.33333333333333,29.670411748631555
BRK1,77.0,96.0,89.0,87.33333333333333,9.60902353693305
BRMS1,98.0,120.5,143.0,120.5,22.5
BROX,72.0,,,72.0,
BSDC1,101.5,146.0,152.5,133.33333333333334,27.759382798133917
BSG,104.0,105.0,110.0,106.33333333333333,3.214550253664318
BST2,97.0,127.5,161.0,128.5,32.01171660501823
BTAF1,,,260.5,260.5,
BTBD10,,122.0,113.0,117.5,6.363961030678928
BTBD3,91.0,,171.5,131.25,56.922095885517074
BTBD6,80.0,,,80.0,
BTD,88.5,113.0,119.0,106.83333333333333,16.158073317488483
BTF3,71.0,93.0,87.0,83.66666666666667,11.372481406154654
BTF3L4,99.5,100.0,116.0,105.16666666666667,9.385272150200725
BTG1,72.5,,,72.5,
BTG2,,,154.5,154.5,
BTG3,73.5,,189.0,131.25,81.67083322704624
BTN3A2,90.0,,,90.0,
BTRC,,,238.0,238.0,
BUB1,,102.0,120.0,111.0,12.727922061357855
BUB3,95.0,105.0,124.5,108.16666666666667,15.00277752062375
BUD13,,,117.0,117.0,
BUD31,76.0,80.5,117.0,91.16666666666667,22.485180304665857
BYSL,105.0,,,105.0,
BZW1,70.0,123.0,106.0,99.66666666666667,27.061657993059725
BZW1P2,64.5,111.0,111.5,95.66666666666667,26.99228284775731
BZW2,86.0,85.0,101.0,90.66666666666667,8.962886439832502
C10orf2,135.0,,,135.0,
C10orf35,104.0,,151.5,127.75,33.58757210636101
C11orf1,,,68.0,68.0,
C11orf24,83.0,,,83.0,
C11orf49,109.0,104.0,132.5,115.16666666666667,15.217862311551295
C11orf54,89.0,95.0,129.0,104.33333333333333,21.571586249817916
C11orf57,,,160.0,160.0,
C11orf58,69.0,106.5,118.0,97.83333333333333,25.62388208943628
C11orf71,80.5,,,80.5,
C11orf73,65.0,116.0,120.0,100.33333333333333,30.664855018951798
C11orf74,,,115.5,115.5,
C11orf86,94.0,,,94.0,
C11orf95,,,155.0,155.0,
C12orf10,77.0,96.0,79.0,84.0,10.44030650891055
C12orf29,105.5,,93.0,99.25,8.838834764831844
C12orf43,80.0,110.0,95.5,95.16666666666667,15.00277752062375
C12orf57,83.0,126.0,103.0,104.0,21.517434791350013
C12orf65,71.0,113.0,149.0,111.0,39.03844259188627
C12orf73,91.0,,236.0,163.5,102.5304832720494
C12orf75,80.0,,,80.0,
C12orf76,88.5,,,88.5,
C14orf1,74.0,116.0,109.0,99.66666666666667,22.50185177565023
C14orf119,110.0,115.0,117.0,114.0,3.605551275463989
C14orf132,,,129.0,129.0,
C14orf142,64.0,,,64.0,
C14orf159,,145.0,110.0,127.5,24.748737341529164
C14orf166,71.5,89.0,90.0,83.5,10.404326023342406
C14orf2,85.5,113.0,109.0,102.5,14.857657958103626
C14orf93,77.0,,,77.0,
C15orf40,77.5,,,77.5,
C15orf41,,93.0,134.0,113.5,28.991378028648448
C15orf57,96.5,,122.0,109.25,18.031222920256962
C15orf61,106.5,,,106.5,
C16orf13,84.0,,143.5,113.75,42.072853480599576
C16orf58,98.5,,,98.5,
C16orf62,,70.0,112.0,91.0,29.698484809834994
C16orf70,121.0,,,121.0,
C16orf74,84.0,,,84.0,
C16orf87,,,121.5,121.5,
C16orf91,94.0,,,94.0,
C17orf58,69.0,120.5,130.0,106.5,32.82148686455262
C17orf62,91.5,116.5,123.5,110.5,16.822603841260722
C17orf67,97.5,,,97.5,
C17orf75,64.0,107.0,163.0,111.33333333333333,49.642052066099495
C17orf80,,,200.0,200.0,
C17orf89,83.5,,,83.5,
C18orf25,,,163.0,163.0,
C18orf8,,,100.0,100.0,
C19orf24,116.0,,,116.0,
C19orf43,91.0,,,91.0,
C19orf48,99.0,109.5,128.0,112.16666666666667,14.68275632615802
C19orf53,90.5,113.0,98.5,100.66666666666667,11.405408073950417
C19orf54,108.0,,,108.0,
C19orf60,82.5,,,82.5,
C19orf66,87.0,,,87.0,
C19orf70,85.5,,122.0,103.75,25.809397513308983
C1D,81.5,131.0,140.0,117.5,31.5
C1GALT1,,113.0,134.0,123.5,14.849242404917497
C1GALT1C1,58.5,101.0,134.0,97.83333333333333,37.84948260324483
C1QBP,64.0,,,64.0,
C1QTNF6,103.0,,,103.0,
C1S,70.0,,112.5,91.25,30.05203820042827
C1orf109,71.0,120.0,168.0,119.66666666666667,48.50085909892044
C1orf123,105.5,108.0,110.5,108.0,2.5
C1orf131,,,117.5,117.5,
C1orf174,107.5,191.0,131.5,143.33333333333334,42.98933976386859
C1orf198,,,150.0,150.0,
C1orf21,,118.5,128.0,123.25,6.7175144212722016
C1orf27,,119.0,156.5,137.75,26.516504294495533
C1orf43,82.0,102.0,108.0,97.33333333333333,13.613718571108091
C1orf52,66.0,143.0,194.5,134.5,64.67031776634471
C1orf56,88.0,,,88.0,
C1orf74,141.0,,,141.0,
C20orf27,85.0,,,85.0,
C2CD5,,,221.5,221.5,
C2orf49,50.5,,108.5,79.5,41.012193308819754
C2orf68,138.5,,,138.5,
C3,124.0,,,124.0,
C3orf14,,,163.0,163.0,
C3orf17,,,208.5,208.5,
C3orf33,109.0,,,109.0,
C3orf38,,114.0,104.0,109.0,7.0710678118654755
C3orf58,,,115.0,115.0,
C4BPA,71.5,,,71.5,
C4BPB,92.0,,,92.0,
C4orf27,82.0,139.0,122.0,114.33333333333333,29.26317367158479
C4orf3,57.0,112.0,123.5,97.5,35.54222840509582
C4orf46,,,178.5,178.5,
C4orf48,94.0,,113.0,103.5,13.435028842544403
C5orf15,108.0,133.0,138.5,126.5,16.25576820700886
C5orf24,,,173.0,173.0,
C5orf34,117.0,,,117.0,
C5orf45,,159.5,187.0,173.25,19.445436482630058
C5orf51,,,219.0,219.0,
C6orf106,100.0,110.5,96.5,102.33333333333333,7.285830998131465
C6orf223,96.5,,,96.5,
C6orf48,108.0,,130.0,119.0,15.556349186104045
C6orf62,125.0,158.0,132.5,138.5,17.298843892006193
C6orf89,111.5,,,111.5,
C7orf49,82.5,,90.0,86.25,5.303300858899107
C7orf50,79.0,,,79.0,
C7orf73,92.0,107.0,123.0,107.33333333333333,15.50268793897798
C8orf22,68.5,,,68.5,
C8orf33,122.0,152.0,140.0,138.0,15.0996688705415
C8orf4,94.0,,,94.0,
C8orf59,83.0,107.5,108.0,99.5,14.291605927956452
C9orf114,111.0,93.0,,102.0,12.727922061357855
C9orf135,,100.0,,100.0,
C9orf142,107.0,,178.5,142.75,50.55813485483815
C9orf16,71.0,,,71.0,
C9orf3,,,145.5,145.5,
C9orf64,72.0,,,72.0,
C9orf69,148.0,,,148.0,
C9orf72,,,256.0,256.0,
C9orf78,82.0,96.0,110.0,96.0,14.0
C9orf9,81.5,,,81.5,
CA14,,130.0,125.0,127.5,3.5355339059327378
CA2,,,185.0,185.0,
CA9,65.0,,,65.0,
CAAP1,,134.5,160.0,147.25,18.031222920256962
CAB39,,,111.5,111.5,
CACHD1,,,168.0,168.0,
CACUL1,,,124.0,124.0,
CACYBP,78.0,103.5,117.0,99.5,19.80530232033836
CAD,96.0,198.0,,147.0,72.12489168102785
CADM1,,,131.0,131.0,
CALB1,,68.5,,68.5,
CALCOCO2,85.0,,99.5,92.25,10.253048327204938
CALD1,,106.0,144.0,125.0,26.870057685088806
CALM1,82.5,104.0,121.0,102.5,19.29378138157474
CALM2,97.0,112.5,144.0,117.83333333333333,23.949599857478482
CALM3,83.5,93.5,92.0,89.66666666666667,5.392896562454479
CALR,112.5,,141.0,126.75,20.152543263816604
CALU,82.0,132.0,132.0,115.33333333333333,28.867513459481287
CAMK2D,,,172.0,172.0,
CAMLG,87.0,,60.5,73.75,18.738329701443508
CAMSAP1,,,162.0,162.0,
CAMTA1,88.5,124.0,120.5,111.0,19.56399754651385
CAMTA2,116.0,,,116.0,
CAND1,45.0,150.0,122.0,105.66666666666667,54.3721742560782
CANX,80.5,110.0,116.0,102.16666666666667,19.002192855913584
CAP1,67.0,111.0,127.0,101.66666666666667,31.069813860616115
CAP2,,110.0,120.0,115.0,7.0710678118654755
CAPG,86.0,105.0,,95.5,13.435028842544403
CAPN1,76.5,,,76.5,
CAPN2,108.0,,180.0,144.0,50.91168824543142
CAPN7,,,140.0,140.0,
CAPNS1,94.0,112.0,106.0,104.0,9.16515138991168
CAPRIN1,79.0,125.0,141.0,115.0,32.18695387886216
CAPRIN2,,,268.0,268.0,
CAPZA1,104.0,119.0,130.0,117.66666666666667,13.051181300301263
CAPZA2,84.0,123.0,127.0,111.33333333333333,23.75570107012911
CAPZB,88.0,94.5,115.0,99.16666666666667,14.091959882618646
CARD16,79.0,,,79.0,
CARD19,75.0,,,75.0,
CARHSP1,97.0,140.0,,118.5,30.405591591021544
CARKD,119.5,,,119.5,
CARNMT1,,,246.0,246.0,
CARS,84.0,80.5,107.0,90.5,14.396180048887969
CASC3,91.0,,167.0,129.0,53.74011537017761
CASC4,,,132.0,132.0,
CASC9,,68.0,,68.0,
CASD1,,,213.0,213.0,
CASK,,123.0,185.0,154.0,43.840620433565945
CASP3,,73.5,122.0,97.75,34.294678887547555
CASP4,97.0,,,97.0,
CASP6,,98.0,118.0,108.0,14.142135623730951
CASP9,83.0,,,83.0,
CAST,85.0,,78.0,81.5,4.949747468305833
CAT,70.0,85.5,120.5,92.0,25.86986664055306
CAV1,,,109.5,109.5,
CAV2,108.0,,,108.0,
CBFB,,134.0,158.0,146.0,16.97056274847714
CBLB,,,197.0,197.0,
CBR1,96.0,126.0,77.0,99.66666666666667,24.70492528491704
CBR4,,,246.0,246.0,
CBWD1,,95.0,113.0,104.0,12.727922061357855
CBWD2,,113.0,120.5,116.75,5.303300858899107
CBX1,,86.0,125.0,105.5,27.577164466275352
CBX2,,128.0,,128.0,
CBX3,61.0,97.5,121.5,93.33333333333333,30.464460168093137
CBX5,115.0,,97.0,106.0,12.727922061357855
CBY1,105.0,,139.0,122.0,24.041630560342615
CC2D2A,,,105.5,105.5,
CCAR1,,175.0,199.5,187.25,17.324116139070416
CCAT1,60.0,,,60.0,
CCBL1,87.0,100.0,134.5,107.16666666666667,24.54757286033251
CCDC107,133.0,,,133.0,
CCDC109B,85.0,,,85.0,
CCDC115,99.0,136.0,99.5,111.5,21.219095173922945
CCDC12,77.5,113.5,100.5,97.16666666666667,18.230011885167087
CCDC124,93.0,,,93.0,
CCDC127,94.0,122.0,105.5,107.16666666666667,14.074208089030563
CCDC14,,173.0,256.0,214.5,58.68986283848344
CCDC144NL-AS1,,149.0,94.0,121.5,38.890872965260115
CCDC167,90.0,115.0,144.0,116.33333333333333,27.02468007827906
CCDC174,,,93.0,93.0,
CCDC22,63.5,,,63.5,
CCDC25,58.0,108.0,116.0,94.0,31.432467291003423
CCDC28A,79.5,,,79.5,
CCDC28B,,96.0,87.0,91.5,6.363961030678928
CCDC34,59.0,,90.0,74.5,21.920310216782973
CCDC43,,124.0,110.5,117.25,9.545941546018392
CCDC50,78.5,,195.0,136.75,82.37794000823278
CCDC51,90.5,106.5,143.5,113.5,27.184554438136374
CCDC53,86.0,,81.0,83.5,3.5355339059327378
CCDC58,,,156.5,156.5,
CCDC59,,93.0,146.0,119.5,37.476659402887016
CCDC6,,,171.0,171.0,
CCDC77,,78.0,174.0,126.0,67.88225099390856
CCDC82,,,180.0,180.0,
CCDC84,75.0,,,75.0,
CCDC86,88.5,,,88.5,
CCDC88A,,,161.0,161.0,
CCDC90B,75.0,106.0,128.0,103.0,26.627053911388696
CCDC93,,,290.5,290.5,
CCDC94,75.5,,,75.5,
CCL5,57.0,,,57.0,
CCNA2,78.0,111.0,108.0,99.0,18.24828759089466
CCNB1,79.0,116.5,137.0,110.83333333333333,29.41229901475458
CCNB1IP1,77.0,107.5,97.5,94.0,15.548311805466213
CCNB2,88.0,106.5,115.5,103.33333333333333,14.020817855365404
CCNC,,115.0,138.0,126.5,16.263455967290593
CCND2,,147.0,170.0,158.5,16.263455967290593
CCND3,86.0,,,86.0,
CCNDBP1,87.5,96.0,134.0,105.83333333333333,24.760519649905035
CCNG1,83.0,108.0,110.0,100.33333333333333,15.044378795195676
CCNG2,,,194.0,194.0,
CCNH,69.0,114.0,116.0,99.66666666666667,26.576932353703526
CCNI,82.0,111.5,136.0,109.83333333333333,27.038552722609495
CCNL1,,,235.0,235.0,
CCNL2,,229.0,272.0,250.5,30.405591591021544
CCNT2,,,209.5,209.5,
CCNY,,,161.0,161.0,
CCS,84.0,,289.0,186.5,144.95689014324225
CCT2,66.0,87.0,107.0,86.66666666666667,20.502032419575706
CCT3,78.0,92.5,89.5,86.66666666666667,7.653975002136689
CCT4,67.0,76.0,100.0,81.0,17.05872210923198
CCT5,77.0,87.5,98.0,87.5,10.5
CCT6A,60.0,96.0,109.0,88.33333333333333,25.383721817994566
CCT7,69.0,84.0,92.0,81.66666666666667,11.67618659209133
CCT8,72.0,97.0,110.0,93.0,19.313207915827967
CD164,83.0,105.5,130.0,106.16666666666667,23.507091128706957
CD200,,115.0,80.0,97.5,24.748737341529164
CD24,56.5,120.0,153.0,109.83333333333333,49.04674640925057
CD276,105.5,122.0,,113.75,11.667261889578034
CD2BP2,98.5,,125.0,111.75,18.738329701443508
CD320,108.0,113.0,,110.5,3.5355339059327378
CD44,89.0,,68.0,78.5,14.849242404917497
CD46,87.0,164.0,229.5,160.16666666666666,71.32729725240775
CD47,97.0,,277.0,187.0,127.27922061357856
CD55,84.5,,,84.5,
CD58,73.5,,,73.5,
CD59,91.0,121.0,105.0,105.66666666666667,15.01110699893027
CD63,64.5,103.0,91.5,86.33333333333333,19.763181255388346
CD81,107.0,110.5,158.5,125.33333333333333,28.77643712020884
CD83,90.0,,,90.0,
CD9,103.0,110.5,136.5,116.66666666666667,17.58076600530629
CD99,94.0,125.0,109.0,109.33333333333333,15.50268793897798
CDA,91.0,,,91.0,
CDC123,80.0,100.0,122.0,100.66666666666667,21.007935008784976
CDC16,85.0,,219.0,152.0,94.75230867899737
CDC20,94.0,99.0,93.0,95.33333333333333,3.214550253664318
CDC23,69.0,147.0,118.0,111.33333333333333,39.42503434790302
CDC25B,113.0,,,113.0,
CDC25C,108.5,130.0,93.5,110.66666666666667,18.346207600845833
CDC26,65.0,,112.0,88.5,33.23401871576773
CDC37,88.0,,,88.0,
CDC40,,,176.0,176.0,
CDC42,71.0,110.0,126.5,102.5,28.5
CDC42BPA,,,241.5,241.5,
CDC42EP2,115.5,,,115.5,
CDC42SE1,85.0,113.5,162.0,120.16666666666667,38.93049361789976
CDC45,78.0,115.5,127.0,106.83333333333333,25.62388208943628
CDC5L,,,125.0,125.0,
CDC6,91.0,140.5,113.0,114.83333333333333,24.800873640525918
CDC7,,,192.5,192.5,
CDC73,,,162.0,162.0,
CDCA3,83.0,120.5,111.0,104.83333333333333,19.495726027345924
CDCA4,97.0,139.0,,118.0,29.698484809834994
CDCA5,96.0,145.0,120.0,120.33333333333333,24.5017006212494
CDCA7,60.0,114.0,182.0,118.66666666666667,61.133733186624006
CDCA7L,97.0,103.0,,100.0,4.242640687119285
CDCA8,107.0,129.0,136.0,124.0,15.132745950421556
CDCP1,124.0,,,124.0,
CDH1,,123.0,124.0,123.5,0.7071067811865476
CDH10,92.0,,,92.0,
CDH11,,,127.5,127.5,
CDH2,,,127.0,127.0,
CDH3,,116.0,111.0,113.5,3.5355339059327378
CDH6,,,179.5,179.5,
CDIP1,,179.0,,179.0,
CDIPT,72.0,102.0,,87.0,21.213203435596427
CDK1,70.5,121.5,130.5,107.5,32.357379374726875
CDK10,86.0,,144.0,115.0,41.012193308819754
CDK16,77.0,64.0,95.5,78.83333333333333,15.829824172533733
CDK17,,,176.0,176.0,
CDK2,111.0,,145.0,128.0,24.041630560342615
CDK20,,,140.0,140.0,
CDK2AP2,110.0,,121.0,115.5,7.7781745930520225
CDK4,80.0,99.0,96.0,91.66666666666667,10.214368964029708
CDK5,71.0,,,71.0,
CDK5RAP1,103.5,114.0,144.0,120.5,21.017849556983702
CDK5RAP2,,,87.0,87.0,
CDK5RAP3,106.0,,299.5,202.75,136.82516215959694
CDK6,,,162.0,162.0,
CDK7,54.0,112.0,135.0,100.33333333333333,41.74126655161932
CDK8,,,187.5,187.5,
CDK9,137.0,,126.0,131.5,7.7781745930520225
CDKN1A,105.0,,154.0,129.5,34.64823227814083
CDKN1C,60.0,,128.5,94.25,48.436814511278506
CDKN2A,89.0,,,89.0,
CDKN2AIPNL,97.0,112.0,92.0,100.33333333333333,10.408329997330664
CDKN2C,89.0,,,89.0,
CDKN3,60.0,,88.0,74.0,19.79898987322333
CDO1,,108.0,120.5,114.25,8.838834764831844
CDON,,,169.5,169.5,
CDPF1,101.0,94.0,149.0,114.66666666666667,29.938826518975876
CDS2,98.0,120.5,125.5,114.66666666666667,14.648663192705788
CDT1,102.0,,,102.0,
CDV3,90.0,88.5,158.0,112.16666666666667,39.69991603685496
CDYL,76.5,128.0,141.0,115.16666666666667,34.1113373137632
CDYL2,107.0,,,107.0,
CEBPB,108.0,,,108.0,
CEBPG,64.0,,114.0,89.0,35.35533905932738
CEBPZ,,88.0,154.0,121.0,46.66904755831214
CEBPZOS,,152.0,,152.0,
CECR5,100.0,85.0,137.5,107.5,27.04163456597992
CELF1,106.0,,,106.0,
CELF2,,,169.5,169.5,
CENPE,,,180.0,180.0,
CENPF,,123.0,129.0,126.0,4.242640687119285
CENPH,60.0,,,60.0,
CENPK,68.0,128.0,161.0,119.0,47.148700936505136
CENPM,77.0,113.0,111.5,100.5,20.3654118544163
CENPN,64.0,96.0,86.5,82.16666666666667,16.43421228210629
CENPO,77.0,,105.5,91.25,20.152543263816604
CENPP,74.0,,,74.0,
CENPQ,,,98.0,98.0,
CENPU,,69.0,74.5,71.75,3.8890872965260113
CENPV,89.5,,150.0,119.75,42.77996026178612
CENPW,70.5,93.5,86.0,83.33333333333333,11.729592206608606
CEP170,,,171.5,171.5,
CEP290,,,204.5,204.5,
CEP350,,,186.0,186.0,
CEP41,,,172.0,172.0,
CEP57,,103.0,141.0,122.0,26.870057685088806
CEP72,86.0,,,86.0,
CEP76,105.0,,,105.0,
CEP78,,,252.5,252.5,
CEP95,,,252.5,252.5,
CERK,,119.5,188.0,153.75,48.436814511278506
CERS2,79.5,87.5,97.0,88.0,8.760707733967616
CERS5,114.5,105.0,137.0,118.83333333333333,16.43421228210629
CERS6,,,126.5,126.5,
CES1,,,137.0,137.0,
CETN2,88.0,126.5,99.0,104.5,19.83053201505194
CETN3,,161.5,147.0,154.25,10.253048327204938
CFAP20,97.5,122.0,122.5,114.0,14.291605927956452
CFAP36,48.0,102.5,95.0,81.83333333333333,29.53952154882224
CFD,95.0,,,95.0,
CFH,86.5,,,86.5,
CFL1,80.0,88.5,82.0,83.5,4.444097208657794
CFL2,94.0,,105.0,99.5,7.7781745930520225
CFLAR,99.0,,,99.0,
CGA,90.0,,,90.0,
CGGBP1,107.0,139.0,153.0,133.0,23.57965224510319
CGN,,185.5,273.0,229.25,61.87184335382291
CGNL1,,126.5,133.0,129.75,4.596194077712559
CGRRF1,75.5,104.0,110.0,96.5,18.432308591166763
CHAC1,97.0,,,97.0,
CHAC2,78.5,,,78.5,
CHCHD1,82.5,126.0,132.0,113.5,27.0138853184802
CHCHD2,85.0,113.0,111.5,103.16666666666667,15.75066136177568
CHCHD3,77.0,77.0,90.5,81.5,7.794228634059948
CHCHD4,87.0,128.0,96.0,103.66666666666667,21.548395145191982
CHCHD6,96.5,,98.0,97.25,1.0606601717798212
CHCHD7,93.0,,200.5,146.75,76.01397897755386
CHD1,,,195.5,195.5,
CHD1L,125.0,,204.0,164.5,55.86143571373726
CHD2,,169.0,194.5,181.75,18.031222920256962
CHD4,91.0,110.5,123.0,108.16666666666667,16.127099346545034
CHD7,,,189.0,189.0,
CHD9,,,188.0,188.0,
CHEK1,76.0,85.0,,80.5,6.363961030678928
CHEK2,68.0,122.0,170.0,120.0,51.02940328869229
CHID1,86.0,99.5,100.5,95.33333333333333,8.098353742170895
CHKA,67.5,,294.0,180.75,160.159685938753
CHM,,,161.0,161.0,
CHMP1A,120.0,,,120.0,
CHMP1B,96.0,102.0,146.0,114.66666666666667,27.300793639257694
CHMP2A,91.5,103.5,107.5,100.83333333333333,8.326663997864532
CHMP2B,,99.0,103.0,101.0,2.8284271247461903
CHMP3,83.5,,,83.5,
CHMP5,91.5,119.0,141.5,117.33333333333333,25.041632002194532
CHMP6,102.5,,147.5,125.0,31.81980515339464
CHN1,,80.0,138.0,109.0,41.012193308819754
CHORDC1,,184.0,192.5,188.25,6.010407640085654
CHP1,98.0,,,98.0,
CHPT1,71.0,,,71.0,
CHRAC1,93.0,,181.5,137.25,62.57895013500946
CHRNA9,84.0,,,84.0,
CHRNB1,101.5,,,101.5,
CHST4,,115.5,,115.5,
CHSY1,,136.0,124.0,130.0,8.48528137423857
CHTF8,101.5,100.0,124.0,108.5,13.444329659748751
CHTOP,84.0,117.5,183.0,128.16666666666666,50.3545760912882
CIAO1,106.0,88.0,114.5,102.83333333333333,13.530828996529863
CIAPIN1,95.0,111.0,118.0,108.0,11.789826122551595
CIB1,86.0,,,86.0,
CIDECP,96.5,116.0,,106.25,13.788582233137676
CINP,83.0,82.0,72.0,79.0,6.082762530298219
CIR1,,105.5,96.0,100.75,6.7175144212722016
CIRBP,115.5,,330.0,222.75,151.67440456451445
CISD1,61.0,56.0,147.5,88.16666666666667,51.44495440112017
CISD2,81.0,99.5,124.5,101.66666666666667,21.83078865578001
CISD3,90.0,,,90.0,
CKAP2,,106.0,167.0,136.5,43.1335136523794
CKAP4,118.5,59.5,116.0,98.0,33.36540124140574
CKAP5,98.0,156.5,159.0,137.83333333333334,34.519318262870335
CKB,95.5,119.5,118.0,111.0,13.444329659748751
CKMT1A,75.0,114.0,,94.5,27.577164466275352
CKMT1B,67.0,103.5,,85.25,25.809397513308983
CKS1B,92.0,103.0,106.0,100.33333333333333,7.3711147958319945
CKS2,60.0,129.0,120.0,103.0,37.5099986670221
CLASP2,,,184.0,184.0,
CLCN3,,,148.0,148.0,
CLCN5,,,176.5,176.5,
CLDN1,99.5,,,99.5,
CLDN10,,108.0,,108.0,
CLDN12,,,121.0,121.0,
CLDN4,102.0,157.0,119.0,126.0,28.160255680657446
CLDN7,122.5,,,122.5,
CLDND1,,,206.0,206.0,
CLEC2B,66.0,,,66.0,
CLIC1,130.5,,,130.5,
CLIC4,96.0,126.5,120.0,114.16666666666667,16.064972248134552
CLINT1,65.0,100.0,192.0,119.0,65.5972560401729
CLIP1,,,180.0,180.0,
CLK1,136.0,,236.5,186.25,71.06423150924803
CLK2,,,202.5,202.5,
CLK3,98.0,119.0,138.0,118.33333333333333,20.008331597945226
CLK4,,,227.0,227.0,
CLNS1A,76.0,104.0,108.5,96.16666666666667,17.609183210283586
CLP1,67.0,89.0,108.0,88.0,20.518284528683193
CLPB,104.0,,,104.0,
CLPP,81.0,89.0,118.5,96.16666666666667,19.750527419118036
CLPTM1L,100.5,118.0,138.5,119.0,19.019726601610234
CLPX,,80.0,172.0,126.0,65.05382386916237
CLTA,83.0,91.0,133.0,102.33333333333333,26.857649437978246
CLTB,77.0,,,77.0,
CLTC,74.5,95.5,118.0,96.0,21.754309917807092
CLU,93.0,125.0,107.0,108.33333333333333,16.041612554021285
CLYBL,66.5,,,66.5,
CMAHP,69.0,,,69.0,
CMAS,69.5,,165.0,117.25,67.5286976033153
CMBL,83.0,,,83.0,
CMC1,84.0,154.0,167.0,135.0,44.64302857109943
CMC2,70.0,131.0,113.5,104.83333333333333,31.409924121737916
CMPK1,115.0,107.5,135.5,119.33333333333333,14.494251734164592
CMSS1,63.0,104.0,76.0,81.0,20.952326839756964
CMTM4,,,161.5,161.5,
CMTM6,,133.5,133.0,133.25,0.3535533905932738
CNBP,79.0,113.0,117.0,103.0,20.8806130178211
CNDP2,82.5,86.0,100.5,89.66666666666667,9.54375886814694
CNIH1,76.0,84.0,89.0,83.0,6.557438524302
CNIH4,71.0,87.0,103.0,87.0,16.0
CNN2,116.0,101.0,89.5,102.16666666666667,13.288466176851763
CNN3,,114.0,144.0,129.0,21.213203435596427
CNOT1,92.0,121.0,136.5,116.5,22.588713996153036
CNOT10,107.0,,245.0,176.0,97.58073580374356
CNOT11,83.0,,,83.0,
CNOT2,62.0,128.0,182.5,124.16666666666667,60.34138988566085
CNOT6,,,132.5,132.5,
CNOT7,101.5,107.0,122.5,110.33333333333333,10.88959748261309
CNOT8,92.0,129.0,141.0,120.66666666666667,25.540817005987364
CNP,103.0,,173.0,138.0,49.49747468305833
CNPPD1,111.0,,,111.0,
CNPY3,92.0,114.0,118.5,108.16666666666667,14.180385514270524
CNPY4,126.0,,106.5,116.25,13.788582233137676
CNST,,,87.0,87.0,
CNTN2,,,107.5,107.5,
CNTN4,,,104.0,104.0,
CNTNAP2,,83.0,149.0,116.0,46.66904755831214
COA1,97.0,129.0,123.0,116.33333333333333,17.009801096230763
COA3,85.0,121.0,124.0,110.0,21.702534414210707
COA4,99.5,116.5,136.0,117.33333333333333,18.264263832230778
COA5,104.5,91.0,177.0,124.16666666666667,46.25022522467683
COA6,69.5,,95.5,82.5,18.384776310850235
COA7,76.5,77.0,,76.75,0.3535533905932738
COASY,93.0,107.0,126.0,108.66666666666667,16.56301099840646
COBLL1,,,198.5,198.5,
COG2,93.0,,173.0,133.0,56.568542494923804
COG3,,,186.0,186.0,
COG4,90.0,102.5,96.0,96.16666666666667,6.251666444503684
COG6,,,126.0,126.0,
COG7,54.0,,,54.0,
COIL,,,112.0,112.0,
COL11A1,,,239.5,239.5,
COL18A1,,141.5,,141.5,
COL1A1,,,102.0,102.0,
COL1A2,,,126.0,126.0,
COL21A1,,,158.0,158.0,
COL2A1,,,129.0,129.0,
COL3A1,,,126.0,126.0,
COL4A1,,,145.5,145.5,
COL4A2,,,148.5,148.5,
COL4A5,79.5,110.0,177.5,122.33333333333333,50.15060651012442
COL4A6,126.0,,,126.0,
COL5A1,152.5,,151.0,151.75,1.0606601717798212
COL5A2,,,131.0,131.0,
COL6A1,,122.0,203.0,162.5,57.27564927611035
COL6A3,,,154.0,154.0,
